Brand,Name,Picture,Year,Categorys,Note,,
Histoires de Parfums,This Is Not A Blue Bottle,o.32394.jpg,2015,"[""aldehydic"", ""fresh spicy"", ""citrus"", ""musky"", ""honey"", ""patchouli""]","{""middle"": [""Honey"", ""Geranium""], ""base"": [""Amber"", ""Patchouli"", ""Musk""], ""top"": [""Aldehydes"", ""Orange""]}","[""1"", ""2"", ""2"", ""6"", ""15""]","[""5"", ""5"", ""6"", ""17""]"
Histoires de Parfums,Tubereuse 1 Capricieuse,o.7801.jpg,2010,"[""powdery"", ""leather"", ""tuberose"", ""floral"", ""warm spicy"", ""white floral""]","{""middle"": [""iris"", ""Ylang-Ylang"", ""Tuberose""], ""base"": [""Suede"", ""Tuberose"", ""Cacao""], ""top"": [""Saffron"", ""Bergamot"", ""Tuberose""]}","[""1"", ""2"", ""13"", ""9"", ""6""]","[""12"", ""12"", ""7"", ""10""]"
Histoires de Parfums,Tubereuse 2 Virginale,o.7802.jpg,2010,"[""white floral"", ""tuberose"", ""sweet"", ""cherry"", ""animalic"", ""citrus""]","{""middle"": [""Tuberose"", ""Tiare Flower"", ""Frangipani"", ""Jasmine""], ""base"": [""Woodsy Notes"", ""Patchouli"", ""Vanille"", ""Tuberose""], ""top"": [""Cherry"", ""Tuberose"", ""Tangerine""]}","[""2"", ""8"", ""7"", ""9"", ""7""]","[""5"", ""16"", ""7"", ""9""]"
Histoires de Parfums,Tubereuse 3 Animale,o.7803.jpg,2010,"[""sweet"", ""tuberose"", ""white floral"", ""tobacco"", ""herbal""]","{""middle"": [""Tuberose"", ""Plum"", ""Grass""], ""base"": [""Tobacco"", ""Immortelle"", ""Woodsy Notes"", ""Tuberose""], ""top"": [""Neroli"", ""Kumquat"", ""Tuberose""]}","[""4"", ""1"", ""18"", ""29"", ""38""]","[""7"", ""30"", ""46"", ""25""]"
Histoires de Parfums,Vert Pivoine,o.8592.jpg,,"[""floral"", ""fresh"", ""rose"", ""woody"", ""green""]","{""middle"": [""Gardenia"", ""Mimosa"", ""Red Berries"", ""Peony"", ""Rose""], ""base"": [""Musk"", ""Sandalwood"", ""Virginia Cedar"", ""Peony""], ""top"": [""Rose"", ""Peony"", ""Ivy""]}","[""0"", ""2"", ""10"", ""4"", ""1""]","[""5"", ""14"", ""4"", ""6""]"
Histoires de Parfums,Ambrarem,o.13184.jpg,2011,"[""powdery"", ""woody"", ""balsamic"", ""leather"", ""amber"", ""oud""]","{""middle"": [""iris"", ""Saffron"", ""Agarwood (Oud)""], ""base"": [""Sandalwood"", ""Amber"", ""Vanille"", ""Castoreum""], ""top"": [""elemi"", ""Pink Pepper""]}","[""1"", ""4"", ""7"", ""13"", ""19""]","[""2"", ""13"", ""24"", ""8""]"
Histoires de Parfums,Fidelis,o.32290.jpg,2015,"[""warm spicy"", ""oud"", ""rose"", ""patchouli"", ""coffee"", ""amber""]","{""middle"": [""Rose"", ""Raspberry""], ""base"": [""Patchouli"", ""Amber"", ""Agarwood (Oud)""], ""top"": [""Cardamom"", ""Coffee"", ""Saffron"", ""Cumin""]}","[""0"", ""0"", ""0"", ""5"", ""12""]","[""0"", ""1"", ""6"", ""12""]"
Histoires de Parfums,Petroleum,o.13185.jpg,2011,"[""animalic"", ""musky"", ""oud"", ""leather"", ""amber""]","{""middle"": [""Amber"", ""Rose""], ""base"": [""Musk"", ""Patchouli"", ""Civetta"", ""Leather""], ""top"": [""Bergamot"", ""Agarwood (Oud)"", ""Aldehydes""]}","[""4"", ""2"", ""18"", ""10"", ""4""]","[""5"", ""29"", ""5"", ""5""]"
Histoires de Parfums,Rosam,o.13186.jpg,2011,"[""rose"", ""warm spicy"", ""balsamic"", ""oud"", ""powdery""]","{""middle"": [""Saffron"", ""Incense"", ""Taif Rose""], ""base"": [""Sandalwood"", ""Patchouli"", ""Amber"", ""Agarwood (Oud)""], ""top"": [""Citruses"", ""Rose""]}","[""2"", ""2"", ""8"", ""16"", ""13""]","[""3"", ""15"", ""20"", ""14""]"
Histoires de Parfums,Veni,o.16463.jpg,2012,"[""warm spicy"", ""aromatic"", ""amber"", ""cinnamon"", ""woody"", ""fresh spicy""]","{""middle"": [""Tagetes"", ""Saffron"", ""Guaiac Wood""], ""base"": [""Patchouli"", ""Oakmoss"", ""Ambergris"", ""Caramel"", ""Vanilla"", ""Musk"", ""Benzoin""], ""top"": [""Cardamom"", ""Cinnamon"", ""Galbanum"", ""Lavender""]}","[""2"", ""7"", ""7"", ""7"", ""5""]","[""5"", ""15"", ""3"", ""8""]"
Histoires de Parfums,Vici,o.16465.jpg,2012,"[""musky"", ""green"", ""balsamic"", ""powdery"", ""fruity"", ""aromatic""]","{""middle"": [""iris"", ""Osmanthus"", ""Incense"", ""Celery Seeds""], ""base"": [""Patchouli"", ""Musk"", ""Cedar"", ""Raspberry""], ""top"": [""Angelica"", ""Cardamom"", ""Red Berries"", ""Basil"", ""Violet Leaf"", ""Galbanum"", ""Aldehydes""]}","[""1"", ""3"", ""4"", ""7"", ""2""]","[""5"", ""11"", ""3"", ""6""]"
Histoires de Parfums,Vidi,o.16464.jpg,2012,"[""warm spicy"", ""ozonic"", ""aquatic"", ""herbal"", ""musky""]","{""middle"": [""Rose"", ""Cyclamen"", ""Saffron""], ""base"": [""Immortelle"", ""Musk"", ""Ambergris"", ""Vanilla"", ""Woody Notes""], ""top"": [""Cucumber"", ""Cardamom""]}","[""0"", ""1"", ""4"", ""3"", ""4""]","[""1"", ""5"", ""3"", ""4""]"
Histoires de Parfums,1831 Norma Bellini,o.27035.jpg,2014,"[""sweet"", ""aldehydic"", ""yellow floral"", ""white floral"", ""musky""]","{""middle"": [""Rose"", ""Jasmine"", ""Ylang-Ylang"", ""Labdanum""], ""base"": [""Patchouli"", ""Benzoin"", ""Praline"", ""Vanilla"", ""Musk""], ""top"": [""Aldehydes"", ""Pink Pepper""]}","[""0"", ""0"", ""0"", ""2"", ""2""]","[""0"", ""3"", ""0"", ""1""]"
Histoires de Parfums,1831 Norma Bellini Absolu EdP,o.35286.jpg,2014,"[""aldehydic"", ""balsamic"", ""amber"", ""musky"", ""sweet"", ""yellow floral""]","{""middle"": [""Rose"", ""Jasmine"", ""Ylang-Ylang"", ""Labdanum""], ""base"": [""Patchouli"", ""Benzoin"", ""Praline"", ""Vanilla"", ""Musk""], ""top"": [""Aldehydes"", ""Pink Pepper""]}","[""0"", ""0"", ""1"", ""1"", ""0""]","[""0"", ""2"", ""0"", ""0""]"
Histoires de Parfums,1875 Carmen Bizet,o.27030.jpg,2014,"[""warm spicy"", ""balsamic"", ""woody"", ""fresh spicy"", ""herbal"", ""white floral""]","{""middle"": [""White Flowers"", ""Saffron""], ""base"": [""Sandalwood"", ""Incense"", ""Patchouli"", ""Guaiac Wood""], ""top"": [""Lemon"", ""Ginger"", ""Artemisia""]}","[""0"", ""0"", ""0"", ""1"", ""1""]","[""0"", ""2"", ""1"", ""1""]"
Histoires de Parfums,1875 Carmen Bizet Absolu EdP,o.35287.jpg,2014,"[""warm spicy"", ""woody"", ""balsamic"", ""fresh spicy"", ""white floral""]","{""middle"": [""White Flowers"", ""Saffron""], ""base"": [""Sandalwood"", ""Incense"", ""Patchouli"", ""Guaiac Wood""], ""top"": [""Lemon"", ""Ginger"", ""Artemisia""]}","[""0"", ""0"", ""1"", ""1"", ""1""]","[""0"", ""2"", ""2"", ""2""]"
Histoires de Parfums,1890 La Dame de Pique Tchaikovsky,o.27033.jpg,2014,"[""balsamic"", ""amber"", ""leather"", ""animalic"", ""smoky""]","{""middle"": [""Rose"", ""Jasmine""], ""base"": [""Patchouli"", ""Leather"", ""Incense"", ""Amber"", ""Musk""], ""top"": [""Coriander"", ""Pepper"", ""Orange Blossom""]}","[""1"", ""0"", ""1"", ""1"", ""5""]","[""0"", ""3"", ""4"", ""6""]"
Histoires de Parfums,1890 La Dame de Pique Tchaikovsky Absolu EdP,o.35289.jpg,2014,"[""balsamic"", ""white floral"", ""smoky"", ""leather"", ""rose""]","{""middle"": [""Rose"", ""Jasmine""], ""base"": [""Patchouli"", ""Incense"", ""Amber"", ""Leather"", ""Musk""], ""top"": [""Coriander"", ""Pepper"", ""Orange Blossom""]}","[""0"", ""0"", ""1"", ""2"", ""4""]","[""0"", ""2"", ""3"", ""2""]"
Histoires de Parfums,1904 Madame Butterfly Puccini Absolu EdP,o.35290.jpg,2014,"[""woody"", ""powdery"", ""floral"", ""citrus"", ""balsamic""]","{""middle"": [""Orris"", ""Heliotrope""], ""base"": [""Cedar"", ""Sandalwood"", ""Musk""], ""top"": [""Mandarin Orange"", ""Neroli""]}","[""0"", ""0"", ""2"", ""1"", ""3""]","[""1"", ""3"", ""1"", ""2""]"
Histoires de Parfums,1905 Madame Butterfly Puccini,o.27028.jpg,2014,"[""woody"", ""powdery"", ""floral"", ""citrus"", ""musky""]","{""middle"": [""iris"", ""Heliotrope""], ""base"": [""Cedar"", ""Sandalwood"", ""Musk""], ""top"": [""Mandarin Orange"", ""Neroli""]}","[""0"", ""0"", ""2"", ""0"", ""5""]","[""0"", ""2"", ""3"", ""6""]"
Histoires de Parfums,1926 Turandot Puccini,o.27026.jpg,2014,"[""balsamic"", ""warm spicy"", ""smoky"", ""white floral"", ""leather"", ""patchouli""]","{""middle"": [""Carnation"", ""Jasmine"", ""Patchouli""], ""base"": [""Leather"", ""Amber"", ""Incense""], ""top"": [""Narcissus"", ""Ginger"", ""Orange Blossom"", ""Pear""]}","[""1"", ""2"", ""3"", ""0"", ""2""]","[""0"", ""4"", ""2"", ""3""]"
Histoires de Parfums,1926 Turandot Puccini Absolu EdP,o.35291.jpg,2014,"[""white floral"", ""warm spicy"", ""fresh spicy"", ""patchouli"", ""balsamic"", ""animalic""]","{""middle"": [""Carnation"", ""Jasmine"", ""Patchouli""], ""base"": [""Leather"", ""Amber"", ""Incense""], ""top"": [""Narcissus"", ""Ginger"", ""Orange Blossom"", ""Pear""]}","[""0"", ""1"", ""1"", ""2"", ""0""]","[""0"", ""2"", ""1"", ""0""]"
Hugo Boss,Baldessarini,o.385.jpg,2002,"[""citrus"", ""aromatic"", ""musky"", ""tobacco"", ""warm spicy"", ""sweet""]","{""middle"": [""Chamomile"", ""Cloves""], ""base"": [""Juniper"", ""Patchouli"", ""Tobacco"", ""Amber"", ""Musk""], ""top"": [""Bitter Orange"", ""Tangerine"", ""Mint""]}","[""6"", ""12"", ""50"", ""17"", ""8""]","[""14"", ""60"", ""19"", ""6""]"
Hugo Boss,Boss Intense,o.388.jpg,2003,"[""warm spicy"", ""woody"", ""balsamic"", ""powdery"", ""vanilla"", ""white floral""]","{""middle"": [""Vanilla"", ""Rose""], ""base"": [""Sandalwood"", ""Amber"", ""Patchouli""], ""top"": [""Spices"", ""Orange Blossom""]}","[""0"", ""6"", ""17"", ""39"", ""17""]","[""9"", ""30"", ""36"", ""11""]"
Hugo Boss,Boss Intense Shimmer Edition,o.566.jpg,2004,"[""balsamic"", ""vanilla"", ""woody"", ""powdery"", ""white floral"", ""amber""]","{""middle"": [""Jasmine"", ""Turkish Rose"", ""Vanilla""], ""base"": [""Amber"", ""Sandalwood"", ""Patchouli"", ""Styrax""], ""top"": null}","[""0"", ""0"", ""6"", ""6"", ""1""]","[""1"", ""9"", ""3"", ""1""]"
Hugo Boss,Boss Number One,o.6278.jpg,1985,"[""woody"", ""fresh spicy"", ""aromatic"", ""honey"", ""sweet"", ""floral""]","{""middle"": [""Honey"", ""Lavender"", ""Orris Root"", ""Jasmine"", ""Sage"", ""Lily-of-the-Valley"", ""Rose"", ""Geranium""], ""base"": [""Sandalwood"", ""Amber"", ""Patchouli"", ""Cinnamon"", ""Musk"", ""Oakmoss"", ""Cedar"", ""Tobacco""], ""top"": [""Artemisia"", ""Green Apple"", ""Juniper"", ""Basil"", ""Grapefruit"", ""Caraway"", ""Bergamot"", ""Lemon""]}","[""3"", ""2"", ""28"", ""71"", ""31""]","[""5"", ""26"", ""66"", ""45""]"
Hugo Boss,Boss Pure,o.2642.jpg,2008,"[""citrus"", ""green"", ""floral"", ""white floral"", ""fresh spicy""]","{""middle"": [""Hyacinth"", ""Lily""], ""base"": [""Massoia""], ""top"": [""Fig"", ""Lemon"", ""Mandarin Orange"", ""Grapefruit""]}","[""5"", ""17"", ""28"", ""7"", ""6""]","[""31"", ""18"", ""5"", ""6""]"
Hugo Boss,Boss Selection,o.387.jpg,2006,"[""citrus"", ""musky"", ""soft spicy"", ""woody"", ""fresh spicy"", ""aromatic""]","{""middle"": [""Star Anise"", ""Cedar Needles"", ""Geranium""], ""base"": [""Patchouli"", ""Musk"", ""Vetiver""], ""top"": [""Pink Pepper"", ""Mandarin Orange"", ""Grapefruit"", ""Bergamot""]}","[""9"", ""12"", ""38"", ""13"", ""7""]","[""33"", ""37"", ""5"", ""3""]"
Hugo Boss,Boss Soul,o.384.jpg,2005,"[""aromatic"", ""fresh spicy"", ""warm spicy"", ""citrus"", ""soft spicy"", ""cinnamon""]","{""middle"": [""Lavender"", ""Cinnamon"", ""Nutmeg"", ""Coriander""], ""base"": [""Tonka Bean"", ""Amber"", ""Musk"", ""Vanilla"", ""Vetiver""], ""top"": [""Mandarin Orange"", ""Anise"", ""Bergamot"", ""Pepper"", ""Cardamom""]}","[""10"", ""13"", ""51"", ""16"", ""7""]","[""26"", ""63"", ""9"", ""6""]"
Hugo Boss,Boss Spirit,o.8952.jpg,1989,"[""aromatic"", ""fresh spicy"", ""herbal"", ""green"", ""bitter""]","{""middle"": [""Lavender"", ""Geranium"", ""Tarragon""], ""base"": [""Sandalwood"", ""Patchouli"", ""Amber"", ""Leather""], ""top"": [""Artemisia"", ""Mint"", ""Aldehydes"", ""Green Notes"", ""Wormwood"", ""Galbanum""]}","[""2"", ""0"", ""3"", ""11"", ""2""]","[""1"", ""3"", ""12"", ""3""]"
Hugo Boss,Boss Sport,o.9975.jpg,1987,"[""aromatic"", ""fresh spicy"", ""woody"", ""herbal"", ""balsamic"", ""floral""]","{""middle"": [""Carnation"", ""Jasmine"", ""Geranium"", ""Nutmeg"", ""Tarragon"", ""Rose"", ""Lily"", ""Clary Sage""], ""base"": [""vetyver"", ""Musk"", ""Sandalwood"", ""Patchouli"", ""oak moss"", ""Virginia Cedar"", ""Amber"", ""Tonka Bean""], ""top"": [""Lavender"", ""Artemisia"", ""Bergamot"", ""Amalfi Lemon"", ""Mandarin Orange"", ""Juniper"", ""Marigold""]}","[""0"", ""1"", ""5"", ""8"", ""1""]","[""0"", ""9"", ""6"", ""1""]"
Hugo Boss,Boss Woman,o.381.jpg,2000,"[""floral"", ""woody"", ""powdery"", ""tropical"", ""fruity""]","{""middle"": [""Violet Root"", ""Freesia""], ""base"": [""White Cedar Extract"", ""Sandalwood""], ""top"": [""Mandarin Orange"", ""Mango""]}","[""0"", ""4"", ""39"", ""23"", ""5""]","[""12"", ""44"", ""11"", ""8""]"
Hugo Boss,Deep Red,o.565.jpg,2001,"[""citrus"", ""fruity"", ""woody"", ""fresh spicy"", ""vanilla""]","{""middle"": [""Tuberose"", ""Freesia"", ""Ginger"", ""Hibiscus Seed"", ""Ginger flower""], ""base"": [""Sandalwood"", ""California Cedar"", ""Musk"", ""Vanilla""], ""top"": [""Clementine"", ""Black Currant"", ""Blood Orange"", ""Mandarin Orange"", ""Pear""]}","[""19"", ""37"", ""155"", ""88"", ""22""]","[""66"", ""157"", ""104"", ""30""]"
Hugo Boss,Hugo Dark Blue,o.564.jpg,1999,"[""citrus"", ""woody"", ""fresh spicy"", ""aromatic"", ""vanilla"", ""warm spicy""]","{""middle"": [""Mahogany"", ""Cypress"", ""Sage"", ""Geranium"", ""Cardamom""], ""base"": [""Patchouli"", ""Benzoin"", ""Vetiver"", ""Cedar"", ""Vanilla""], ""top"": [""Orange"", ""Ginger"", ""Grapefruit"", ""Lemon"", ""Lime""]}","[""8"", ""17"", ""63"", ""46"", ""3""]","[""27"", ""90"", ""19"", ""6""]"
Hugo Boss,Pure Purple,o.1954.jpg,2006,"[""sweet"", ""nutty"", ""amber"", ""fresh"", ""almond"", ""floral""]","{""middle"": null, ""base"": [""Leather"", ""Amber"", ""Marzipan""], ""top"": [""Nectarine"", ""White Cyclamen""]}","[""4"", ""14"", ""31"", ""7"", ""2""]","[""23"", ""33"", ""4"", ""4""]"
Hugo Boss,Boss Bottled,o.383.jpg,1998,"[""woody"", ""vanilla"", ""fruity"", ""warm spicy"", ""cinnamon""]","{""middle"": [""Mahogany"", ""Carnation"", ""Cinnamon""], ""base"": [""Sandalwood"", ""Olive Tree"", ""Vanilla"", ""Vetiver"", ""Cedar""], ""top"": [""Plum"", ""Oakmoss"", ""Apple"", ""Lemon"", ""Bergamot"", ""Geranium""]}","[""33"", ""55"", ""455"", ""295"", ""61""]","[""105"", ""631"", ""139"", ""56""]"
Hugo Boss,Boss Bottled Collector s Edition,o.29630.jpg,2014,"[""woody"", ""warm spicy"", ""aromatic"", ""fruity"", ""green"", ""earthy""]","{""middle"": [""Mahogany"", ""Carnation"", ""Cinnamon""], ""base"": [""Sandalwood"", ""Cedar"", ""Vetiver"", ""Olive Tree"", ""Vanilla""], ""top"": [""Plum"", ""Bergamot"", ""Apple"", ""Moss"", ""Geranium""]}","[""0"", ""0"", ""5"", ""1"", ""0""]","[""0"", ""1"", ""6"", ""0""]"
Hugo Boss,Boss Bottled Intense,o.29904.jpg,2015,"[""warm spicy"", ""woody"", ""vanilla"", ""cinnamon"", ""fruity"", ""powdery""]","{""middle"": [""Geranium"", ""Cinnamon"", ""Cloves"", ""Lavender"", ""Cardamom""], ""base"": [""Sandalwood"", ""Cedar"", ""Vetiver"", ""Vanilla"", ""Coumarin""], ""top"": [""Apple"", ""Orange Blossom"", ""Bergamot""]}","[""5"", ""6"", ""36"", ""60"", ""15""]","[""11"", ""75"", ""35"", ""13""]"
Hugo Boss,Boss Bottled Intense Eau de Parfum,o.40468.jpg,2016,"[""woody"", ""warm spicy"", ""vanilla"", ""fresh spicy"", ""aromatic"", ""white floral""]","{""middle"": [""Geranium"", ""Cloves"", ""Cinnamon""], ""base"": [""Sandalwood"", ""Cedar"", ""Vetiver"", ""Vanilla""], ""top"": [""Apple"", ""Orange Blossom""]}","[""4"", ""2"", ""5"", ""10"", ""3""]","[""5"", ""7"", ""12"", ""4""]"
Hugo Boss,Boss Bottled Night,o.8825.jpg,2010,"[""woody"", ""floral"", ""powdery"", ""aromatic"", ""leather"", ""fresh spicy""]","{""middle"": [""Violet""], ""base"": [""Woodsy Notes"", ""Musk""], ""top"": [""Lavender"", ""Birch""]}","[""14"", ""32"", ""155"", ""56"", ""20""]","[""57"", ""176"", ""38"", ""16""]"
Hugo Boss,Boss Bottled Oud,o.31141.jpg,2015,"[""warm spicy"", ""oud"", ""woody"", ""fruity"", ""fresh"", ""balsamic""]","{""middle"": [""Saffron"", ""Clove"", ""Labdanum"", ""Cinnamon""], ""base"": [""Agarwood (Oud)"", ""Sandalwood"", ""Cypriol Oil or Nagarmotha""], ""top"": [""Citruses"", ""Apple""]}","[""2"", ""4"", ""19"", ""16"", ""9""]","[""6"", ""21"", ""17"", ""13""]"
Hugo Boss,Boss Bottled Sport,o.14597.jpg,2012,"[""aromatic"", ""citrus"", ""aldehydic"", ""fresh spicy"", ""woody""]","{""middle"": [""Lavender"", ""Cardamom""], ""base"": [""Vetiver""], ""top"": [""Grapefruit"", ""Aldehydes""]}","[""14"", ""29"", ""34"", ""3"", ""2""]","[""52"", ""22"", ""9"", ""9""]"
Hugo Boss,Boss Bottled Unlimited,o.22528.jpg,2014,"[""green"", ""sweet"", ""aromatic"", ""fruity"", ""amber"", ""fresh spicy""]","{""middle"": [""Pineapple"", ""Cinnamon"", ""Rose""], ""base"": [""Labdanum"", ""Sandalwood"", ""White Musk""], ""top"": [""Mint"", ""Violet Leaf"", ""Grapefruit""]}","[""7"", ""6"", ""38"", ""9"", ""10""]","[""11"", ""39"", ""16"", ""14""]"
Hugo Boss,Boss Bottled Unlimited Mats Hummels Edition,o.39242.jpg,2016,"[""musky"", ""green"", ""cinnamon"", ""warm spicy"", ""citrus"", ""aromatic""]","{""middle"": [""Pineapple"", ""Rose"", ""Cinnamon""], ""base"": [""Sandalwood"", ""White Musk"", ""Labdanum""], ""top"": [""Mint"", ""Violet Leaf"", ""Grapefruit""]}","[""0"", ""0"", ""0"", ""0"", ""0""]","[""0"", ""0"", ""0"", ""0""]"
Hugo Boss,Boss Elements,o.571.jpg,1994,"[""woody"", ""aromatic"", ""fresh spicy"", ""citrus"", ""floral"", ""powdery""]","{""middle"": [""Coriander"", ""Violet"", ""Clary Sage"", ""Jasmine"", ""Caraway"", ""Lily-of-the-Valley"", ""Rose""], ""base"": [""Leather"", ""Sandalwood"", ""Amber"", ""Musk"", ""Oakmoss"", ""Cedar""], ""top"": [""Aldehydes"", ""Artemisia"", ""Lavender"", ""Basil"", ""Bergamot"", ""Lemon""]}","[""1"", ""3"", ""17"", ""4"", ""1""]","[""3"", ""19"", ""6"", ""4""]"
Hugo Boss,Boss Elements Aqua,o.3206.jpg,1997,"[""aromatic"", ""green"", ""fresh spicy"", ""woody"", ""sweet"", ""floral""]","{""middle"": [""Coriander"", ""Pepper"", ""Freesia"", ""Tea""], ""base"": [""Sandalwood"", ""Patchouli"", ""Vanilla"", ""Vetiver""], ""top"": [""Pineapple"", ""Lavender"", ""Mint""]}","[""0"", ""0"", ""8"", ""19"", ""5""]","[""2"", ""10"", ""24"", ""3""]"
Hugo Boss,Essence de Femme,o.1170.jpg,2007,"[""white floral"", ""floral"", ""fruity"", ""animalic"", ""soft spicy"", ""citrus""]","{""middle"": [""Jasmine"", ""Lily""], ""base"": [""Amber"", ""Apricot""], ""top"": [""Mandarin Orange"", ""Freesia"", ""Black Currant""]}","[""1"", ""4"", ""12"", ""4"", ""1""]","[""5"", ""18"", ""7"", ""3""]"
Hugo Boss,Femme,o.821.jpg,2006,"[""white floral"", ""floral"", ""citrus"", ""rose"", ""fruity""]","{""middle"": [""Lily"", ""Jasmine"", ""Bulgarian Rose""], ""base"": [""Apricot"", ""Amber"", ""Lemon Tree""], ""top"": [""Black Currant"", ""Freesia"", ""Tangerine""]}","[""26"", ""37"", ""108"", ""18"", ""6""]","[""80"", ""92"", ""19"", ""11""]"
Hugo Boss,Femme L Eau Fraiche,o.5579.jpg,2009,"[""white floral"", ""fruity"", ""citrus"", ""amber"", ""sweet""]","{""middle"": [""Stephanotis""], ""base"": [""Amber""], ""top"": [""Mandarin Orange"", ""Fruity Notes""]}","[""3"", ""2"", ""12"", ""1"", ""0""]","[""7"", ""10"", ""3"", ""3""]"
Hugo Boss,Boss in Motion,o.382.jpg,2002,"[""citrus"", ""fresh spicy"", ""warm spicy"", ""woody"", ""cinnamon""]","{""middle"": [""Nutmeg"", ""Cinnamon"", ""Pink Pepper"", ""Cardamom""], ""base"": [""Musk"", ""Sandalwood"", ""Woodsy Notes"", ""Vetiver""], ""top"": [""Orange"", ""Basil"", ""Violet Leaf"", ""Bergamot""]}","[""6"", ""13"", ""120"", ""29"", ""9""]","[""21"", ""116"", ""27"", ""8""]"
Hugo Boss,Boss In Motion Black,o.5565.jpg,2006,"[""citrus"", ""fresh spicy"", ""balsamic"", ""woody"", ""aromatic"", ""powdery""]","[""Kumquat"", ""Bergamot"", ""Grapefruit"", ""Ginger"", ""Myrhh"", ""Sandalwood""]","[""3"", ""9"", ""5"", ""0"", ""0""]","[""4"", ""10"", ""3"", ""0""]"
Hugo Boss,Boss In Motion Blue,o.567.jpg,2004,"[""citrus"", ""woody"", ""aromatic"", ""fresh spicy"", ""warm spicy"", ""green""]","{""middle"": [""Nutmeg"", ""Jasmine"", ""Sage"", ""Cardamom""], ""base"": [""Sandalwood"", ""Musk"", ""Vanilla"", ""Teak Wood""], ""top"": [""Iced Lemon"", ""Mint"", ""Grapefruit"", ""Apple""]}","[""0"", ""3"", ""5"", ""1"", ""1""]","[""2"", ""6"", ""0"", ""1""]"
Hugo Boss,Boss in Motion edition IV,o.1171.jpg,2007,"[""citrus"", ""woody"", ""warm spicy"", ""green"", ""ozonic""]","[""Orange"", ""Sandalwood"", ""Patchouli"", ""Violet Leaf"", ""Tea"", ""Cedar"", ""Cardamom""]","[""3"", ""2"", ""1"", ""1"", ""2""]","[""4"", ""4"", ""1"", ""1""]"
Hugo Boss,Boss In Motion Green,o.568.jpg,2005,"[""warm spicy"", ""woody"", ""aromatic"", ""citrus"", ""fresh spicy""]","{""middle"": [""Nutmeg"", ""Pimento"", ""Cardamom""], ""base"": [""Sandalwood"", ""Patchouli"", ""Cedar""], ""top"": [""Mandarin Orange"", ""Clary Sage"", ""Cognac""]}","[""1"", ""2"", ""6"", ""3"", ""1""]","[""2"", ""8"", ""2"", ""1""]"
Hugo Boss,Boss In Motion Orange Made For Summer,o.12306.jpg,2011,"[""aromatic"", ""green"", ""fresh spicy"", ""woody"", ""tropical""]","{""middle"": [""Geranium""], ""base"": [""Vetiver""], ""top"": [""Mint"", ""Passionfruit""]}","[""5"", ""2"", ""9"", ""21"", ""1""]","[""9"", ""16"", ""14"", ""1""]"
Hugo Boss,Boss In Motion White,o.5887.jpg,2009,"[""fresh spicy"", ""citrus"", ""warm spicy"", ""green"", ""woody"", ""cinnamon""]","{""middle"": [""Saffron"", ""Cinnamon"", ""Pepper""], ""base"": [""Vetiver""], ""top"": [""Blood Orange"", ""Basil""]}","[""2"", ""5"", ""17"", ""1"", ""2""]","[""11"", ""13"", ""1"", ""5""]"
Hugo Boss,Boss Jour Pour Femme,o.18385.jpg,2013,"[""white floral"", ""citrus"", ""floral"", ""leather"", ""green""]","{""middle"": [""White Flowers"", ""Freesia"", ""Honeysuckle"", ""Lily-of-the-Valley""], ""base"": [""Birch"", ""Amber""], ""top"": [""Lime"", ""Grapefruit blossom""]}","[""15"", ""25"", ""46"", ""9"", ""5""]","[""45"", ""50"", ""13"", ""6""]"
Hugo Boss,Boss Jour Pour Femme Lumineuse,o.29588.jpg,2015,"[""white floral"", ""citrus"", ""floral"", ""leather"", ""smoky""]","{""middle"": [""Lily-of-the-Valley"", ""Freesia"", ""Honeysuckle""], ""base"": [""Musk"", ""Amber"", ""Birch""], ""top"": [""Grapefruit blossom"", ""Lemon""]}","[""1"", ""0"", ""1"", ""2"", ""0""]","[""2"", ""0"", ""1"", ""2""]"
Hugo Boss,Boss Ma Vie Pour Femme,o.25298.jpg,2014,"[""woody"", ""floral"", ""green"", ""rose"", ""white floral""]","{""middle"": [""Pink Freesia"", ""Jasmine"", ""Rose""], ""base"": [""Cedar"", ""Woody Notes""], ""top"": [""Cactus Flower""]}","[""7"", ""17"", ""40"", ""20"", ""7""]","[""48"", ""34"", ""10"", ""8""]"
